"School Year",State,"NCES LEA ID",LEA,School,"NCES SCH ID","Data Group","Data Description",Value,Denominator,Numerator,Population,Subgroup,Characteristics,Age/Grade,"Academic Subject","Program Type",Outcome
2016-2017,INDIANA,1807680,"North Adams Community Schools",,,814,"Chronic absenteeism table",13,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1807710,"North Daviess Com Schools",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1807770,"North Gibson School Corp",,,814,"Chronic absenteeism table",22,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1807860,"North Lawrence Com Schools",,,814,"Chronic absenteeism table",5,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1807900,"North Montgomery Com Sch Corp",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1807980,"North Putnam Community Schools",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1808010,"North Spencer County Sch Corp",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1808100,"North West Hendricks Schools",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1808220,"Northern Wells Community Schools",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1808250,"Northwest Allen County Schools",,,814,"Chronic absenteeism table",5,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1808340,"Oak Hill United School Corp",,,814,"Chronic absenteeism table",6,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1808760,"Penn-Harris-Madison School Corp",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1808820,"Perry Township Schools",,,814,"Chronic absenteeism table",83,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1808850,"Peru Community Schools",,,814,"Chronic absenteeism table",7,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1808910,"M S D Pike Township",,,814,"Chronic absenteeism table",97,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1808970,"Plainfield Community School Corp",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1809060,"Plymouth Community School Corp",,,814,"Chronic absenteeism table",18,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1809120,"John Glenn School Corporation",,,814,"Chronic absenteeism table",7,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1809150,"Portage Township Schools",,,814,"Chronic absenteeism table",31,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1809300,"Prairie Heights Community Sch Corp",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1809370,"West Clark Community Schools",,,814,"Chronic absenteeism table",18,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1809420,"Rensselaer Central School Corp",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1809480,"Richland-Bean Blossom C S C",,,814,"Chronic absenteeism table",12,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1809510,"Richmond Community Schools",,,814,"Chronic absenteeism table",65,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1809630,"Rochester Community School Corp",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1809690,"Merrillville Community School Corp",,,814,"Chronic absenteeism table",19,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1809750,"Rush County Schools",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1809810,"Salem Community Schools",,,814,"Chronic absenteeism table",11,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1810020,"Scott County School District 2",,,814,"Chronic absenteeism table",10,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1810080,"Seymour Community Schools",,,814,"Chronic absenteeism table",15,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1810140,"Shelbyville Central Schools",,,814,"Chronic absenteeism table",21,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1810260,"South Adams Schools",,,814,"Chronic absenteeism table",12,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1810290,"South Bend Community School Corp",,,814,"Chronic absenteeism table",171,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1810360,"South Harrison Com Schools",,,814,"Chronic absenteeism table",7,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1810450,"South Montgomery Com Sch Corp",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1810470,"South Newton School Corp",,,814,"Chronic absenteeism table",5,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1810500,"South Putnam Community Schools",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1810530,"South Ripley Com Sch Corp",,,814,"Chronic absenteeism table",16,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1810560,"South Spencer County Sch Corp",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1810590,"South Vermillion Com Sch Corp",,,814,"Chronic absenteeism table",15,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1810650,"Hamilton Southeastern Schools",,,814,"Chronic absenteeism table",24,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1810680,"Southeastern School Corp",,,814,"Chronic absenteeism table",12,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1810710,"Southern Hancock Co Com Sch Corp",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1810770,"Southern Wells Com Schools",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1810800,"Southwestern-Jefferson Co Con",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1810860,"Southwest School Corporation",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1810920,"School Town of Speedway",,,814,"Chronic absenteeism table",8,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1810950,"Spencer-Owen Community Schools",,,814,"Chronic absenteeism table",21,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1811190,"Sunman-Dearborn Com Sch Corp",,,814,"Chronic absenteeism table",11,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1811220,"Switzerland County School Corp",,,814,"Chronic absenteeism table",6,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1811250,"Taylor Community School Corp",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1811260,"Tell City-Troy Twp School Corp",,,814,"Chronic absenteeism table",16,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1811340,"Tippecanoe School Corp",,,814,"Chronic absenteeism table",24,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1811370,"Tippecanoe Valley School Corp",,,814,"Chronic absenteeism table",7,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1811400,"Tipton Community School Corp",,,814,"Chronic absenteeism table",6,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1811460,"Tri-Creek School Corporation",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1811490,"Triton School Corporation",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1811700,"Union Township School Corp",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1811970,"Valparaiso Community Schools",,,814,"Chronic absenteeism table",15,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1812090,"Vigo County School Corp",,,814,"Chronic absenteeism table",54,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1812120,"Vincennes Community School Corp",,,814,"Chronic absenteeism table",7,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1812150,"Wabash City Schools",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1812360,"M S D Warren Township",,,814,"Chronic absenteeism table",209,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1812390,"Warrick County School Corp",,,814,"Chronic absenteeism table",7,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1812420,"Warsaw Community Schools",,,814,"Chronic absenteeism table",22,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1812450,"Washington Community Schools",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1812720,"M S D Washington Township",,,814,"Chronic absenteeism table",127,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1812810,"M S D Wayne Township",,,814,"Chronic absenteeism table",150,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1812870,"West Lafayette Com School Corp",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1813110,"Westview School Corporation",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,INDIANA,1813200,"School City of Whiting",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1900006,"North Fayette Comm School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1900021,"Okoboji Comm School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1900023,"Sioux Central Comm School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1900026,"South O'Brien Comm School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1900028,"Prairie Valley Comm School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1900040,"East Marshall Comm School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1903150,"Adel DeSoto Minburn Comm School District",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1903360,"Algona Comm School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1903540,"Ames Comm School District",,,814,"Chronic absenteeism table",29,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1903690,"Ankeny Comm School District",,,814,"Chronic absenteeism table",17,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1903750,"Aplington-Parkersburg Comm School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1904860,"Bettendorf Comm School District",,,814,"Chronic absenteeism table",19,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1905070,"Bondurant-Farrar Comm School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1905130,"Boone Comm School District",,,814,"Chronic absenteeism table",11,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1905790,"Burlington Comm School District",,,814,"Chronic absenteeism table",28,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1905940,"CAM Comm School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1906270,"Carlisle Comm School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1906510,"Cedar Falls Comm School District",,,814,"Chronic absenteeism table",7,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1906540,"Cedar Rapids Comm School District",,,814,"Chronic absenteeism table",212,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1906660,"Center Point-Urbana Comm School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1906750,"Centerville Comm School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1906810,"Central DeWitt School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1906900,"Central Decatur Comm School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1907050,"Chariton Comm School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1907080,"Charles City Comm School District",,,814,"Chronic absenteeism table",8,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1907410,"Clarke Comm School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1907470,"Clay Central-Everly Comm School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1907590,"Clear Creek Amana Comm School District",,,814,"Chronic absenteeism table",6,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1907620,"Clear Lake Comm School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1907710,"Clinton Comm School District",,,814,"Chronic absenteeism table",19,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1907860,"College Comm School District",,,814,"Chronic absenteeism table",24,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1907900,"Collins-Maxwell Comm School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1907980,"Columbus Comm School District",,,814,"Chronic absenteeism table",21,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1908220,"Council Bluffs Comm School District",,,814,"Chronic absenteeism table",51,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1908520,"Dallas Center-Grimes Comm School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1908580,"Davenport Comm School District",,,814,"Chronic absenteeism table",124,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1908910,"Denison Comm School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1908970,"Des Moines Independent Comm School District",,,814,"Chronic absenteeism table",208,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1909480,"Dubuque Comm School District",,,814,"Chronic absenteeism table",52,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1909600,"Durant Comm School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1909990,"Eagle Grove Comm School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1910050,"Earlham Comm School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1911070,"Estherville Lincoln Central Com Sch Dist",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1911820,"Fort Dodge Comm School District",,,814,"Chronic absenteeism table",8,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1912510,"Gilbert Comm School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1912690,"Glenwood Comm School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1913200,"Grinnell-Newburg Comm School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1913290,"Grundy Center Comm School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1913320,"Guthrie Center Comm School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1913470,"Hampton-Dumont Comm School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1914010,"Highland Comm School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1914280,"Howard-Winneshiek Comm School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1914310,"Hubbard-Radcliffe Comm School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1914580,"Independence Comm School District",,,814,"Chronic absenteeism table",12,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1914670,"Interstate 35 Comm School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1914700,"Iowa City Comm School District",,,814,"Chronic absenteeism table",144,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1915210,"Greene County Comm School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1915450,"Johnston Comm School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1915630,"Keokuk Comm School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1915840,"Knoxville Comm School District",,,814,"Chronic absenteeism table",5,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1916680,"Lewis Central Comm School District",,,814,"Chronic absenteeism table",5,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1917220,"Linn-Mar Comm School District",,,814,"Chronic absenteeism table",7,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1918510,"Maquoketa Comm School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1918690,"Marion Independent School District",,,814,"Chronic absenteeism table",12,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1918720,"Marshalltown Comm School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1918780,"Mason City Comm School District",,,814,"Chronic absenteeism table",24,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1918960,"Melcher-Dallas Comm School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1919140,"Mid-Prairie Comm School District",,,814,"Chronic absenteeism table",9,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1919200,"Midland Comm School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1920130,"Muscatine Comm School District",,,814,"Chronic absenteeism table",16,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1920190,"Nashua-Plainfield Comm School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1920250,"Nevada Comm School District",,,814,"Chronic absenteeism table",7,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1920460,"New London Comm School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1920610,"Newton Comm School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1920940,"North Scott Comm School District",,,814,"Chronic absenteeism table",11,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1921090,"Northeast Comm School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1921240,"Norwalk Comm School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1921870,"Oskaloosa Comm School District",,,814,"Chronic absenteeism table",11,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1922110,"Ottumwa Comm School District",,,814,"Chronic absenteeism table",24,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1922470,"Pella Comm School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1922530,"Perry Comm School District",,,814,"Chronic absenteeism table",10,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1923110,"Pleasant Valley Comm School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1923190,"Pocahontas Area Comm School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1925320,"Saydel Comm School District",,,814,"Chronic absenteeism table",21,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1926400,"Sioux City Comm School District",,,814,"Chronic absenteeism table",88,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1926730,"South Tama County",,,814,"Chronic absenteeism table",9,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1926820,"Southeast Polk Comm School District",,,814,"Chronic absenteeism table",23,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1927000,"Spirit Lake Comm School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1927060,"Springville Comm School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1927270,"Starmont Comm School District",,,814,"Chronic absenteeism table",5,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1927390,"Storm Lake Comm School District",,,814,"Chronic absenteeism table",6,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1927600,"Sumner-Fredericksburg Comm School District",,,814,"Chronic absenteeism table",5,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1928230,"Underwood Comm School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1928680,"Urbandale Comm School District",,,814,"Chronic absenteeism table",9,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1928980,"Van Buren Comm School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1929310,"Vinton-Shellsburg Comm School District",,,814,"Chronic absenteeism table",9,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1929490,"Waco Comm School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1930240,"Washington Comm School District",,,814,"Chronic absenteeism table",18,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1930480,"Waterloo Comm School District",,,814,"Chronic absenteeism table",70,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1930510,"Waukee Comm School District",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1930540,"Waverly-Shell Rock Comm School District",,,814,"Chronic absenteeism table",7,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1930630,"Webster City Comm School District",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1930750,"West Branch Comm School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1930870,"West Central Comm School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1930900,"West Delaware County Comm School District",,,814,"Chronic absenteeism table",5,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1930930,"West Des Moines Comm School District",,,814,"Chronic absenteeism table",21,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1930990,"West Liberty Comm School District",,,814,"Chronic absenteeism table",9,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1931080,"West Marshall Comm School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1931290,"West Sioux Comm School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1931830,"Winfield-Mt Union Comm School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1931860,"Winterset Comm School District",,,814,"Chronic absenteeism table",10,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,IOWA,1931950,"Woodbury Central Comm School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,KANSAS,2000002,"Smoky Valley",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,KANSAS,2000003,Wamego,,,814,"Chronic absenteeism table",9,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,KANSAS,2000006,Hiawatha,,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,KANSAS,2000015,Ottawa,,,814,"Chronic absenteeism table",70,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,KANSAS,2000017,"Scott County",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,KANSAS,2000020,"Western Plains",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,KANSAS,2000028,"Washington Co. Schools",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,KANSAS,2000349,"Central Plains",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,KANSAS,2003200,"Auburn Washburn",,,814,"Chronic absenteeism table",16,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,KANSAS,2003210,"North Lyon County",,,814,"Chronic absenteeism table",6,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,KANSAS,2003360,Andover,,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,KANSAS,2003450,"Arkansas City",,,814,"Chronic absenteeism table",8,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,KANSAS,2003480,Northeast,,,814,"Chronic absenteeism table",6,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,KANSAS,2003540,"Atchison Public Schools",,,814,"Chronic absenteeism table",8,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,KANSAS,2003630,Augusta,,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,KANSAS,2003720,"Baldwin City",,,814,"Chronic absenteeism table",8,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,KANSAS,2003780,Basehor-Linwood,,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,KANSAS,2003810,"Baxter Springs",,,814,"Chronic absenteeism table",9,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,KANSAS,2003900,"Belle Plaine",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
